Type,Token,Log(Probability)
Positive,jodie,2.01268116147
Positive,storylines,2.01268116147
Positive,rerelease,2.01268116147
Positive,altmans,2.01268116147
Positive,frances,2.01268116147
Positive,evokes,2.01268116147
Positive,argued,2.01268116147
Positive,infectious,2.01268116147
Positive,atheist,2.01268116147
Positive,downtoearth,2.01268116147
Positive,copycat,2.01268116147
Positive,chilling,2.01268116147
Positive,lowe,2.01268116147
Positive,argues,2.01268116147
Positive,crowded,2.01268116147
Positive,socially,2.01268116147
Positive,audacity,2.01268116147
Positive,missteps,2.01268116147
Positive,goro,2.01268116147
Positive,accessible,2.01268116147
Positive,tyson,2.01268116147
Positive,hunchback,2.01268116147
Positive,gig,2.01268116147
Positive,intimacy,2.01268116147
Positive,adventurous,2.01268116147
Positive,birch,2.01268116147
Positive,pesci,2.01268116147
Positive,buffs,2.01268116147
Positive,fantastic,1.9980343855
Positive,nomination,1.99475925347
Positive,drawing,1.98025968378
Positive,raimi,1.98025968378
Positive,exceptional,1.98025968378
Positive,refreshing,1.97203917697
Positive,vocal,1.95823337745
Positive,forrest,1.95823337745
Positive,patterns,1.95823337745
Positive,conservative,1.95823337745
Positive,guardian,1.95823337745
Positive,views,1.95823337745
Positive,questioning,1.95823337745
Positive,marrying,1.95823337745
Positive,laurie,1.95823337745
Positive,musicals,1.95823337745
Positive,closure,1.95823337745
Positive,regard,1.95823337745
Positive,polley,1.95823337745
Positive,tucker,1.94229183358
Positive,riveting,1.93021900128
Positive,musicians,1.93021900128
Positive,bunny,1.93021900128
Positive,kudos,1.93021900128
Positive,sly,1.93021900128
Positive,peebles,1.93021900128
Positive,worm,1.93021900128
Positive,tribute,1.93021900128
Positive,insurance,1.93021900128
Positive,ghost,1.92367615541
Positive,niro,1.92075867203
Positive,animation,1.91910704616
Positive,attorney,1.91314548792
Positive,skywalker,1.91314548792
Positive,shines,1.91314548792
Positive,maguire,1.91314548792
Positive,superb,1.91314548792
Positive,diaz,1.90164984908
Positive,tarantino,1.90164984908
Positive,controversial,1.8933822331
Positive,happiness,1.8933822331
Positive,italian,1.88228452421
Positive,freedom,1.87517763772
Positive,political,1.87132531222
Positive,pulp,1.86265571746
Positive,prices,1.84275616003
Positive,venice,1.84275616003
Positive,canadians,1.84275616003
Positive,fullest,1.84275616003
Positive,turturro,1.84275616003
Positive,matches,1.84275616003
Positive,midlife,1.84275616003
Positive,canvas,1.84275616003
Positive,leans,1.84275616003
Positive,thora,1.84275616003
Positive,leia,1.84275616003
Positive,notre,1.84275616003
Positive,forman,1.84275616003
Positive,stuart,1.84275616003
Positive,clinton,1.84275616003
Positive,supervisor,1.84275616003
Positive,capra,1.84275616003
Positive,doubtfire,1.84275616003
Positive,slim,1.84275616003
Positive,thrust,1.84275616003
Positive,scars,1.84275616003
Positive,depict,1.84275616003
Positive,addiction,1.84275616003
Positive,unravel,1.84275616003
Positive,henriksen,1.84275616003
Positive,oscarworthy,1.84275616003
Positive,bobbys,1.84275616003
Positive,celebration,1.84275616003
Positive,kindhearted,1.84275616003
Positive,flock,1.84275616003
Positive,seymour,1.84275616003
Positive,observes,1.84275616003
Positive,separately,1.84275616003
Positive,bram,1.84275616003
Positive,balanced,1.84275616003
Positive,december,1.84275616003
Positive,mingna,1.84275616003
Positive,shears,1.84275616003
Positive,optimism,1.84275616003
Positive,foreboding,1.84275616003
Positive,fondness,1.84275616003
Positive,intervention,1.84275616003
Positive,unheard,1.84275616003
Positive,systems,1.84275616003
Positive,apprentice,1.84275616003
Positive,wellpaced,1.84275616003
Positive,patriotism,1.84275616003
Positive,marco,1.84275616003
Positive,ordered,1.84275616003
Positive,lieutenant,1.84275616003
Positive,hiphop,1.84275616003
Positive,tribulations,1.84275616003
Positive,rosemary,1.84275616003
Positive,riley,1.84275616003
Positive,mitchum,1.84275616003
Positive,regarded,1.84275616003
Positive,murderers,1.84275616003
Positive,shave,1.84275616003
Positive,strikingly,1.84275616003
Positive,mermaid,1.84275616003
Positive,bailey,1.84275616003
Positive,satisfying,1.84275616003
Positive,whisperer,1.84275616003
Positive,devilish,1.84275616003
Positive,pleased,1.84275616003
Positive,falk,1.84275616003
Positive,cheerful,1.84275616003
Positive,grabs,1.84275616003
Positive,caravan,1.84275616003
Positive,imperial,1.84275616003
Positive,spirited,1.84275616003
Positive,townspeople,1.84275616003
Positive,hansel,1.84275616003
Positive,vivian,1.84275616003
Positive,fulfillment,1.84275616003
Positive,portrayal,1.84275616003
Positive,vignettes,1.84275616003
Positive,successor,1.84275616003
Positive,toms,1.84275616003
Positive,variation,1.84275616003
Positive,dreamworks,1.84275616003
Positive,splendid,1.84275616003
Positive,rank,1.84275616003
Positive,devastating,1.84275616003
Positive,layered,1.84275616003
Positive,infidelity,1.84275616003
Positive,heartbreaking,1.84275616003
Positive,hawtrey,1.84275616003
Positive,skillfully,1.84275616003
Positive,humane,1.84275616003
Positive,topnotch,1.84275616003
Positive,behaviour,1.84275616003
Positive,burroughs,1.84275616003
Positive,alter,1.84275616003
Positive,opposition,1.84275616003
Positive,laserdisc,1.84275616003
Positive,endurance,1.84275616003
Positive,cowardly,1.84275616003
Positive,discomfort,1.84275616003
Positive,brokedown,1.84275616003
Positive,fasttalking,1.84275616003
Positive,invaded,1.84275616003
Positive,storyteller,1.84275616003
Positive,hamilton,1.84275616003
Positive,darlene,1.84275616003
Positive,teaming,1.84275616003
Positive,coats,1.84275616003
Positive,troubles,1.84275616003
Positive,tremendous,1.84275616003
Positive,gothic,1.84275616003
Positive,contrast,1.80958929609
Positive,decades,1.80211417553
Positive,mature,1.79695247041
Positive,ordinary,1.79695247041
Positive,breathtaking,1.79695247041
Positive,jackie,1.79384655955
Positive,camerons,1.79028874013
Positive,sixth,1.79028874013
Positive,balance,1.78135561536
Positive,pays,1.78135561536
Positive,hollywoods,1.78135561536
Positive,artists,1.78135561536
Positive,kidman,1.78135561536
Positive,ford,1.78135561536
Positive,delightful,1.76875557858
Positive,destiny,1.76875557858
Positive,oldfashioned,1.76875557858
Positive,sincere,1.76875557858
Positive,morals,1.76875557858
Positive,carol,1.74964675563
Positive,landscape,1.74964675563
Positive,faced,1.74964675563
Positive,portray,1.74964675563
Positive,spacey,1.74964675563
Positive,excellent,1.74654084477
Positive,harris,1.74087654601
Positive,fargo,1.73584095611
Positive,toys,1.73028143077
Positive,crisis,1.73028143077
Positive,master,1.72858514011
Positive,terrific,1.72317454427
Positive,elephant,1.71722527794
Positive,stress,1.71722527794
Positive,freezing,1.71722527794
Positive,clayton,1.71722527794
Positive,hilarity,1.71722527794
Positive,jamaican,1.71722527794
Positive,acceptance,1.71722527794
Positive,scorseses,1.71722527794
Positive,thirteen,1.71722527794
Positive,customs,1.71722527794
Positive,keen,1.71722527794
Positive,kwai,1.71722527794
Positive,shine,1.71722527794
Positive,kenny,1.71722527794
Positive,rebellious,1.71722527794
Positive,montana,1.71722527794
Positive,trials,1.71722527794
Positive,woodys,1.71722527794
Positive,schrader,1.71722527794
Positive,everyman,1.71722527794
Positive,boarding,1.71722527794
Positive,ariel,1.71722527794
Positive,composer,1.71722527794
Positive,muse,1.71722527794
Positive,blackandwhite,1.71722527794
Positive,stylized,1.71722527794
Positive,delicate,1.71722527794
Positive,hawthorne,1.71722527794
Positive,shanghai,1.71722527794
Positive,subtle,1.69423363532
Positive,construction,1.69075306658
Positive,id4,1.69075306658
Positive,blend,1.69075306658
Positive,simultaneously,1.69075306658
Positive,explores,1.69075306658
Positive,fuller,1.69075306658
Positive,drunken,1.68405841401
Positive,shakespeare,1.68405841401
Positive,memorable,1.68147525299
Positive,philosophy,1.67925742774
Positive,thirteenth,1.67925742774
Positive,beatty,1.67925742774
Positive,shortly,1.67925742774
Positive,cole,1.67283115858
Positive,german,1.66872676025
Positive,perfectly,1.66293512244
Positive,organized,1.65011108208
Positive,chums,1.65011108208
Positive,nigel,1.65011108208
Positive,scarier,1.65011108208
Positive,concealed,1.65011108208
Positive,afford,1.65011108208
Positive,snatch,1.65011108208
Positive,zoe,1.65011108208
Positive,liberation,1.65011108208
Positive,marred,1.65011108208
Positive,stoppard,1.65011108208
Positive,isabelle,1.65011108208
Positive,wits,1.65011108208
Positive,miriam,1.65011108208
Positive,portrayals,1.65011108208
Positive,dismissed,1.65011108208
Positive,deeds,1.65011108208
Positive,snowball,1.65011108208
Positive,applaud,1.65011108208
Positive,proxy,1.65011108208
Positive,dicaprio,1.65011108208
Positive,brewing,1.65011108208
Positive,sweaty,1.65011108208
Positive,recreating,1.65011108208
Positive,stokers,1.65011108208
Positive,burke,1.65011108208
Positive,scoundrel,1.65011108208
Positive,daylight,1.65011108208
Positive,oppression,1.65011108208
Positive,equals,1.65011108208
Positive,19th,1.65011108208
Positive,horners,1.65011108208
Positive,tornadoes,1.65011108208
Positive,backgrounds,1.65011108208
Positive,feeds,1.65011108208
Positive,incorporates,1.65011108208
Positive,rarity,1.65011108208
Positive,observations,1.65011108208
Positive,exudes,1.65011108208
Positive,purple,1.65011108208
Positive,grodin,1.65011108208
Positive,babys,1.65011108208
Positive,nefarious,1.65011108208
Positive,undercurrent,1.65011108208
Positive,expertly,1.65011108208
Positive,quickie,1.65011108208
Positive,breezy,1.65011108208
Positive,tragedies,1.65011108208
Positive,astronomer,1.65011108208
Positive,gungho,1.65011108208
Positive,smuggling,1.65011108208
Positive,foster,1.65011108208
Positive,rogue,1.65011108208
Positive,viciously,1.65011108208
Positive,stargher,1.65011108208
Positive,mathematical,1.65011108208
Positive,felicity,1.65011108208
Positive,spelling,1.65011108208
Positive,outsiders,1.65011108208
Positive,liberated,1.65011108208
Positive,palace,1.65011108208
Positive,doublecrosses,1.65011108208
Positive,quarters,1.65011108208
Positive,dreamy,1.65011108208
Positive,encourages,1.65011108208
Positive,devastation,1.65011108208
Positive,sale,1.65011108208
Positive,potato,1.65011108208
Positive,wallaces,1.65011108208
Positive,binks,1.65011108208
Positive,richly,1.65011108208
Positive,waiter,1.65011108208
Positive,moscow,1.65011108208
Positive,outdoor,1.65011108208
Positive,scissorhands,1.65011108208
Positive,fates,1.65011108208
Positive,sung,1.65011108208
Positive,carefree,1.65011108208
Positive,nominee,1.65011108208
Positive,walters,1.65011108208
Positive,pixars,1.65011108208
Positive,pep,1.65011108208
Positive,subconscious,1.65011108208
Positive,harrowing,1.65011108208
Positive,hampshire,1.65011108208
Positive,milos,1.65011108208
Positive,morris,1.65011108208
Positive,tide,1.65011108208
Positive,mit,1.65011108208
Positive,duquette,1.65011108208
Positive,haynes,1.65011108208
Positive,stellan,1.65011108208
Positive,boards,1.65011108208
Positive,accidents,1.65011108208
Positive,dern,1.65011108208
Positive,newt,1.65011108208
Positive,deputy,1.65011108208
Positive,borg,1.65011108208
Positive,nods,1.65011108208
Positive,ubiquitous,1.65011108208
Positive,moms,1.65011108208
Positive,continuing,1.65011108208
Positive,district,1.65011108208
Positive,ant,1.65011108208
Positive,fearless,1.65011108208
Positive,groundhog,1.65011108208
Positive,metaphysical,1.65011108208
Positive,stylishly,1.65011108208
Positive,hudsucker,1.65011108208
Positive,baffled,1.65011108208
Positive,gunplay,1.65011108208
Positive,jovial,1.65011108208
Positive,epics,1.65011108208
Positive,influenced,1.65011108208
Positive,conducted,1.65011108208
Positive,reflect,1.65011108208
Positive,gleeson,1.65011108208
Positive,journeys,1.65011108208
Positive,obstacle,1.65011108208
Positive,dale,1.65011108208
Positive,archetypal,1.65011108208
Positive,chips,1.65011108208
Positive,homosexuals,1.65011108208
Positive,puerto,1.65011108208
Positive,conveyed,1.65011108208
Positive,stirring,1.65011108208
Positive,nicole,1.65011108208
Positive,upper,1.65011108208
Positive,wars,1.65011108208
Positive,holocaust,1.65011108208
Positive,hanks,1.65011108208
Positive,50s,1.65011108208
Positive,mcgregor,1.65011108208
Positive,harrison,1.65011108208
Positive,attacks,1.63125205483
Positive,traditional,1.63125205483
Positive,innocence,1.62702746897
Positive,delight,1.62702746897
Positive,raging,1.62036373869
Positive,emotionally,1.62036373869
Positive,pat,1.62036373869
Positive,spielberg,1.61719645961
Positive,reynolds,1.60829090639
Positive,receiving,1.60829090639
Positive,bridges,1.60829090639
Positive,interpretation,1.60829090639
Positive,allows,1.60356849615
Positive,period,1.60018585675
Positive,dillon,1.59764366219
Positive,sons,1.59764366219
Positive,italy,1.57972175419
Positive,minnie,1.57972175419
Positive,frogs,1.57972175419
Positive,belief,1.57972175419
Positive,childlike,1.57972175419
Positive,dislike,1.57972175419
Positive,genetic,1.57972175419
Positive,contribute,1.57972175419
Positive,jabs,1.57972175419
Positive,camps,1.57972175419
Positive,nuances,1.57972175419
Positive,outlook,1.57972175419
Positive,icons,1.57972175419
Positive,grocery,1.57972175419
Positive,pryce,1.57972175419
Positive,cotton,1.57972175419
Positive,agreeable,1.57972175419
Positive,resentment,1.57972175419
Positive,trekkies,1.57972175419
Positive,priceless,1.57972175419
Positive,shalhoub,1.57972175419
Positive,develops,1.57972175419
Positive,varying,1.57972175419
Positive,funding,1.57972175419
Positive,downey,1.57972175419
Positive,dawson,1.57972175419
Positive,tool,1.57972175419
Positive,linked,1.57972175419
Positive,vietnam,1.57972175419
Positive,displaying,1.57972175419
Positive,fascist,1.57972175419
Positive,wideeyed,1.57972175419
Positive,farther,1.57972175419
Positive,skeptical,1.57972175419
Positive,stroke,1.57972175419
Positive,endearing,1.5652221845
Positive,portrayed,1.56264824083
Positive,rare,1.56264824083
Positive,raw,1.55896319403
Positive,rice,1.54319587817
Positive,ambitions,1.54319587817
Positive,worker,1.54319587817
Positive,maintaining,1.54319587817
Positive,fianc,1.54319587817
Positive,respectively,1.54319587817
Positive,fulfill,1.54319587817
Positive,elite,1.54319587817
Positive,tones,1.54319587817
Positive,beliefs,1.54319587817
Positive,portman,1.54319587817
Positive,alongside,1.54319587817
Positive,horrors,1.54319587817
Positive,wills,1.54319587817
Positive,reese,1.54319587817
Positive,precise,1.54319587817
Positive,restrained,1.54319587817
Positive,fincher,1.54319587817
Positive,ourselves,1.54319587817
Positive,countries,1.54319587817
Positive,chicken,1.54319587817
Positive,tragedy,1.5272543343
Positive,court,1.5272543343
Positive,remarkable,1.5272543343
Positive,marvelous,1.52082806514
Positive,harvey,1.52082806514
Positive,horner,1.52082806514
Positive,owned,1.52082806514
Positive,annette,1.52082806514
Positive,smooth,1.52082806514
Positive,highlights,1.52082806514
Positive,royal,1.52082806514
Positive,boxer,1.52082806514
Positive,wag,1.52082806514
Positive,buzz,1.52082806514
Positive,conventions,1.52082806514
Positive,lifetime,1.52082806514
Positive,colors,1.52082806514
Positive,zane,1.50572117275
Positive,col,1.50572117275
Positive,route,1.50572117275
Positive,commanding,1.50572117275
Positive,matrix,1.50171924219
Positive,joy,1.4998684465
Positive,darth,1.49483285661
Positive,tunes,1.49483285661
Positive,washington,1.49483285661
Positive,essential,1.49483285661
Positive,gradually,1.4866123498
Positive,larry,1.48321377334
Positive,schindlers,1.48018608064
Positive,likeable,1.48018608064
Positive,culture,1.47502437553
Positive,realistic,1.46724702493
Positive,lord,1.45746600414
Positive,disneys,1.45746600414
Positive,sweet,1.45573303692
Positive,miles,1.42771866075
Positive,lori,1.42771866075
Positive,symphony,1.42771866075
Positive,holm,1.42771866075
Positive,winslow,1.42771866075
Positive,oprah,1.42771866075
Positive,re,1.42771866075
Positive,exposing,1.42771866075
Positive,courier,1.42771866075
Positive,recommended,1.42771866075
Positive,hers,1.42771866075
Positive,toback,1.42771866075
Positive,beloved,1.42771866075
Positive,privy,1.42771866075
Positive,contrasts,1.42771866075
Positive,iceberg,1.42771866075
Positive,cherry,1.42771866075
Positive,robs,1.42771866075
Positive,outrage,1.42771866075
Positive,domineering,1.42771866075
Positive,weekly,1.42771866075
Positive,meals,1.42771866075
Positive,crowds,1.42771866075
Positive,filling,1.42771866075
Positive,authentic,1.42771866075
Positive,anxious,1.42771866075
Positive,triedandtrue,1.42771866075
Positive,interviewer,1.42771866075
Positive,beforehand,1.42771866075
Positive,omaha,1.42771866075
Positive,terrifically,1.42771866075
Positive,incident,1.42771866075
Positive,cryptic,1.42771866075
Positive,poverty,1.42771866075
Positive,messiah,1.42771866075
Positive,expanded,1.42771866075
Positive,commune,1.42771866075
Positive,cronies,1.42771866075
Positive,linklater,1.42771866075
Positive,accompanies,1.42771866075
Positive,shorty,1.42771866075
Positive,spelled,1.42771866075
Positive,nancy,1.42771866075
Positive,guffman,1.42771866075
Positive,bishop,1.42771866075
Positive,churches,1.42771866075
Positive,escapism,1.42771866075
Positive,deprived,1.42771866075
Positive,christie,1.42771866075
Positive,solitude,1.42771866075
Positive,enchanted,1.42771866075
Positive,anatomy,1.42771866075
Positive,rollercoaster,1.42771866075
Positive,tyrannical,1.42771866075
Positive,rubinvega,1.42771866075
Positive,bookend,1.42771866075
Positive,muslim,1.42771866075
Positive,cary,1.42771866075
Positive,windsor,1.42771866075
Positive,seldom,1.42771866075
Positive,aura,1.42771866075
Positive,galore,1.42771866075
Positive,foibles,1.42771866075
Positive,reeses,1.42771866075
Positive,followers,1.42771866075
Positive,actionpacked,1.42771866075
Positive,coverage,1.42771866075
Positive,monty,1.42771866075
Positive,cannibalism,1.42771866075
Positive,recording,1.42771866075
Positive,derives,1.42771866075
Positive,reflected,1.42771866075
Positive,bierko,1.42771866075
Positive,emperors,1.42771866075
Positive,yoda,1.42771866075
Positive,hyper,1.42771866075
Positive,reap,1.42771866075
Positive,youngsters,1.42771866075
Positive,taboo,1.42771866075
Positive,simulation,1.42771866075
Positive,heritage,1.42771866075
Positive,venerable,1.42771866075
Positive,complicating,1.42771866075
Positive,focused,1.42771866075
Positive,blaine,1.42771866075
Positive,creators,1.42771866075
Positive,prone,1.42771866075
Positive,soviets,1.42771866075
Positive,bard,1.42771866075
Positive,attained,1.42771866075
Positive,aweinspiring,1.42771866075
Positive,tent,1.42771866075
Positive,persistence,1.42771866075
Positive,reflection,1.42771866075
Positive,aficionados,1.42771866075
Positive,burden,1.42771866075
Positive,library,1.42771866075
Positive,cells,1.42771866075
Positive,kisses,1.42771866075
Positive,misunderstanding,1.42771866075
Positive,vulnerability,1.42771866075
Positive,digitally,1.42771866075
Positive,quibble,1.42771866075
Positive,fable,1.42771866075
Positive,brock,1.42771866075
Positive,emphasizing,1.42771866075
Positive,gangsta,1.42771866075
Positive,lapaglia,1.42771866075
Positive,affinity,1.42771866075
Positive,mcdormand,1.42771866075
Positive,distrust,1.42771866075
Positive,winona,1.42771866075
Positive,hungarian,1.42771866075
Positive,distributors,1.42771866075
Positive,gem,1.42771866075
Positive,preaching,1.42771866075
Positive,contracts,1.42771866075
Positive,versatile,1.42771866075
Positive,predicament,1.42771866075
Positive,sidesplitting,1.42771866075
Positive,backbone,1.42771866075
Positive,affection,1.42771866075
Positive,outgoing,1.42771866075
Positive,admittingly,1.42771866075
Positive,mediums,1.42771866075
Positive,interactive,1.42771866075
Positive,drifts,1.42771866075
Positive,malkovich,1.42771866075
Positive,smallest,1.42771866075
Positive,alot,1.42771866075
Positive,nihilistic,1.42771866075
Positive,craven,1.42771866075
Positive,invade,1.42771866075
Positive,heir,1.42771866075
Positive,genetics,1.42771866075
Positive,implies,1.42771866075
Positive,capras,1.42771866075
Positive,employs,1.42771866075
Positive,allies,1.42771866075
Positive,woodsboro,1.42771866075
Positive,cinematically,1.42771866075
Positive,ralph,1.42771866075
Positive,tshirt,1.42771866075
Positive,foxs,1.42771866075
Positive,novelist,1.42771866075
Positive,periodically,1.42771866075
Positive,groom,1.42771866075
Positive,intoxicated,1.42771866075
Positive,coin,1.42771866075
Positive,glow,1.42771866075
Positive,potency,1.42771866075
Positive,mixture,1.42771866075
Positive,metaphorical,1.42771866075
